timestamp,sink,target_rate,achieved_rate,rate_error_pct,max_lateness_ms,events,fleet,dataset_laps
2026-09-23T21:28:16.7329369+00:00,kafka,200000,199995.9,-0.002,12.79,20000000,2683,0
2026-09-23T21:30:16.2260241+00:00,kafka,200000,199996.3,-0.002,11.63,20000000,2683,0
2026-09-23T21:32:16.3759315+00:00,kafka,200000,199996.4,-0.002,13.02,20000000,2683,0
2026-09-23T21:34:17.8345938+00:00,kafka,400000,399988.5,-0.003,599.06,40000000,5366,0
2026-09-23T21:36:21.4716878+00:00,kafka,400000,391911.7,-2.022,145.54,40000000,5366,0
2026-09-23T21:38:26.7186666+00:00,kafka,100000,99998.1,-0.002,5.79,10000000,1341,0
2026-09-23T21:40:26.0773246+00:00,kafka,200000,199995.9,-0.002,12.55,20000000,2683,0
2026-09-23T21:42:25.4450836+00:00,kafka,100000,99998.1,-0.002,4.60,10000000,1341,0
2026-09-23T21:44:24.4432272+00:00,kafka,100000,99998.1,-0.002,7.13,10000000,1341,0
2026-09-23T21:46:23.6598824+00:00,kafka,100000,99998.3,-0.002,9.48,10000000,1341,0
2026-09-23T21:48:22.8993738+00:00,kafka,100000,99998.3,-0.002,13.85,10000000,1341,0
2026-09-23T21:50:22.6241252+00:00,kafka,100000,99998.4,-0.002,14.88,10000000,1341,0
2026-09-23T21:52:21.9447763+00:00,kafka,100000,99998.2,-0.002,4.39,10000000,1341,0
2026-09-23T21:54:21.0549524+00:00,kafka,100000,99998.2,-0.002,4.53,10000000,1341,0
2026-09-23T21:56:20.0085542+00:00,kafka,200000,199975.7,-0.012,8.92,20000000,2683,0
2026-09-23T21:58:19.6684146+00:00,kafka,200000,199976.6,-0.012,16.37,20000000,2683,0
2026-09-23T22:00:19.1733376+00:00,kafka,400000,399989.6,-0.003,62.89,40000000,5366,0
2026-09-23T22:02:19.8131257+00:00,kafka,200000,199975.8,-0.012,19.48,20000000,2683,0
2026-09-23T22:04:19.5885033+00:00,kafka,200000,199995.8,-0.002,16.13,20000000,2683,0
2026-09-23T22:06:20.6320766+00:00,kafka,400000,393874.3,-1.531,1479.36,40000000,5366,0
2026-09-23T22:08:32.2488590+00:00,kafka,400000,399015.2,-0.246,188.28,40000000,5366,0
2026-09-23T22:10:35.4960819+00:00,kafka,200000,199996.3,-0.002,9.70,20000000,2683,0
2026-09-23T22:12:34.7010947+00:00,kafka,200000,199995.0,-0.002,12.31,20000000,2683,0
2026-09-23T22:14:33.9352545+00:00,kafka,400000,399990.9,-0.002,40.86,40000000,5366,0
2026-09-23T22:16:51.5374781+00:00,kafka,100000,99998.3,-0.002,7.69,10000000,1341,0
